Car_ID,Brand,Model,Segment,Year,Price_INR_Lakhs,Engine_CC,Fuel_Type,Transmission,Power_BHP,Torque_Nm,Mileage_kmpl,Top_Speed_kmph,No_of_Airbags,ABS,EBD,ESP,Hill_Assist,ISOFIX,Rear_Parking_Sensors,Front_Parking_Sensors,Reverse_Camera,Blind_Spot_Monitor,Lane_Departure_Warning,Adaptive_Cruise_Control,Auto_Emergency_Braking,NCAP_Rating,No_of_Seats,Sunroof_Moonroof,Leather_Seats,Ventilated_Seats,Heated_Seats,Climate_Zones,Ambient_Lighting,Wireless_Charging,Infotainment_Screen_inch,Apple_CarPlay,Android_Auto,Connected_Car_Tech,Digital_Instrument_Cluster,Head_Up_Display,Premium_Sound_System,Cruise_Control,Keyless_Entry,Push_Button_Start,Electric_Parking_Brake,Auto_Dimming_IRVM,Tyre_Size,Ground_Clearance_mm,Boot_Space_L,Fuel_Tank_L,Wheelbase_mm,Length_mm,Width_mm,Height_mm,Kerb_Weight_kg,Drive_Type
1016,Maruti Suzuki,Ciaz,Sedan,2022,26.51,1800,Diesel,Manual,113,136,15.1,193,8,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,5,5,No,Yes,Yes,No,2,No,No,10.1,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,225/45 R18,139,553,40,2666,4936,1704,1450,1631,RWD
1017,Volkswagen,Virtus,Sedan,2021,17.71,1400,Petrol,AMT,156,181,17.23,155,4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,0,5,No,No,No,No,1,No,Yes,8,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,185/60 R16,129,451,42,2578,4196,1684,1446,1582,RWD
1018,Mercedes-Benz,A-Class,Sedan,2023,58.27,1500,Petrol Hybrid,Manual,97,107,13.97,183,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,9,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,Yes,No,185/60 R16,143,509,65,2687,4345,1757,1422,1536,FWD
1019,Volkswagen,Virtus,Sedan,2021,37.77,2300,Diesel,Manual,122,198,21.37,240,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5,5,Yes,Yes,No,No,2,Yes,Yes,9,Yes,Yes,No,Yes,No,Meridian,Yes,Yes,Yes,Yes,Yes,215/55 R17,154,500,35,2718,3963,1867,1508,1340,FWD
1020,Hyundai,Elantra,Sedan,2020,37.84,1900,Petrol,DCT,192,318,19.04,238,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,225/45 R18,144,411,41,2715,4016,1774,1429,1572,RWD
1021,Hyundai,Verna,Sedan,2024,31.52,1900,Diesel,Manual,193,293,15.4,159,6,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,5,5,No,No,No,No,1,No,No,10.25,Yes,Yes,Yes,No,No,JBL,No,Yes,Yes,No,No,185/60 R15,144,537,44,2487,4187,1714,1460,1172,FWD
1022,Kia,Cerato,Sedan,2023,50.82,1800,Petrol Hybrid,AMT,182,267,12.92,155,6,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0,5,No,Yes,Yes,No,2,Yes,No,8,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,No,215/55 R17,133,523,60,2564,4048,1843,1495,1077,FWD
1023,Maruti Suzuki,Dzire,Sedan,2020,36.24,1400,Diesel,Manual,140,211,16.69,217,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,5,5,Yes,Yes,No,No,1,Yes,Yes,9,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,185/60 R16,124,505,51,2508,4817,1861,1422,1315,FWD
1024,Hyundai,Aura,Sedan,2020,35.14,1500,Petrol,Automatic,168,287,17.33,233,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,0,5,Yes,No,No,Yes,1,No,No,8,Yes,Yes,No,Yes,No,JBL,Yes,Yes,Yes,No,No,185/60 R15,133,549,49,2466,4261,1667,1492,1668,FWD
1025,Volvo,S60,Sedan,2021,6.29,2300,Petrol Hybrid,Manual,169,258,12.82,245,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,5,5,No,No,No,No,2,No,No,8,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,No,Yes,225/45 R18,137,476,65,2511,4893,1722,1424,1371,FWD
1026,Ford,Aspire,Sedan,2019,18.21,2000,Petrol,Automatic,135,190,12.55,230,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,4,5,No,No,No,No,2,No,No,10.1,Yes,Yes,Yes,No,No,JBL,Yes,Yes,Yes,No,No,215/55 R17,129,554,47,2699,4638,1671,1431,1730,RWD
1027,BMW,2 Series,Sedan,2023,20.23,1100,Petrol,Manual,215,381,19.82,183,8,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,4,5,No,Yes,No,No,1,Yes,Yes,7,Yes,Yes,No,No,No,JBL,No,Yes,Yes,Yes,No,225/45 R18,127,504,59,2628,3966,1776,1463,1122,FWD
1028,Skoda,Octavia,Sedan,2022,33.92,1500,Diesel,Manual,196,228,15.91,175,8,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,0,5,No,No,No,Yes,2,Yes,Yes,8,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,185/60 R16,150,409,56,2748,4796,1735,1463,1223,FWD
1029,Maruti Suzuki,Dzire,Sedan,2021,40.25,1500,Petrol,Automatic,163,185,13.45,234,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,No,8,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,185/60 R16,146,381,49,2601,4130,1785,1427,1438,FWD
1030,Toyota,Yaris,Sedan,2020,27.42,1500,Petrol,CVT,170,265,12.8,187,8,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,0,5,No,No,No,Yes,2,No,No,9,Yes,Yes,Yes,Yes,No,JBL,No,Yes,Yes,No,No,185/60 R15,154,421,60,2749,4766,1826,1504,1362,RWD
1031,Skoda,Slavia,Sedan,2020,53.92,2200,Diesel,Manual,176,241,19.21,216,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,5,Yes,No,No,No,1,Yes,No,10.1,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,185/60 R15,136,441,51,2796,4213,1742,1507,1341,FWD
1032,Honda,City,Sedan,2020,16.95,2400,Diesel,AMT,108,176,15.37,227,4,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,5,5,No,No,Yes,No,1,No,No,10.1,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,No,No,215/55 R17,149,482,53,2522,4033,1808,1502,1125,FWD
1033,Ford,Aspire,Sedan,2019,55.83,2400,Petrol,Automatic,162,246,21.78,192,6,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,5,Yes,Yes,Yes,No,2,Yes,Yes,9,Yes,Yes,Yes,Yes,No,Burmester,Yes,Yes,Yes,Yes,Yes,185/60 R16,130,501,41,2535,4441,1718,1482,1043,FWD
1034,Volvo,S60,Sedan,2019,39.69,1000,Petrol,Manual,149,197,20.06,168,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5,Yes,Yes,Yes,No,1,No,No,10.25,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,185/60 R16,148,444,58,2788,4340,1778,1451,1546,FWD
1035,Maruti Suzuki,Ciaz,Sedan,2020,63.23,1800,Petrol Hybrid,Manual,139,160,15.44,241,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,No,185/60 R16,124,546,38,2848,4711,1791,1488,1334,FWD
1036,Skoda,Octavia,Sedan,2022,19.65,2000,Diesel,Manual,161,274,17.23,232,6,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,0,5,No,No,No,No,2,No,No,10.1,Yes,Yes,Yes,No,No,Bose,No,Yes,Yes,No,No,225/45 R18,130,490,37,2689,4320,1727,1508,1386,FWD
1037,Kia,Cerato,Sedan,2022,18.83,2200,Petrol,Manual,223,286,13.95,166,8,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,0,5,No,No,No,No,1,No,No,9,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,185/60 R15,133,439,64,2822,4872,1826,1436,1715,FWD
1038,Mercedes-Benz,A-Class,Sedan,2024,52.08,1100,Petrol,Manual,189,326,18.59,178,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,5,Yes,Yes,Yes,No,2,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,Yes,Yes,225/45 R18,125,486,50,2724,4052,1704,1487,1522,FWD
1039,Audi,A3,Sedan,2023,43.39,1900,Diesel,Manual,152,234,14.23,162,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,Yes,Yes,185/60 R16,134,393,61,2805,4696,1787,1490,1030,FWD
1040,Toyota,Camry,Sedan,2021,28.76,1000,Petrol Hybrid,Manual,187,334,20.49,226,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,4,5,No,No,No,No,2,No,No,8,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,No,225/45 R18,141,543,37,2811,4391,1764,1491,1582,FWD
1041,Mahindra,Scorpio-N,SUV,2021,59.65,1900,Petrol,Automatic,275,408,17.73,181,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3,7,Yes,Yes,Yes,No,2,No,Yes,12,Yes,Yes,Yes,No,No,Burmester,Yes,Yes,Yes,Yes,Yes,255/65 R18,191,377,79,2643,3976,1864,1646,1700,AWD
1042,Jeep,Compass,SUV,2019,19.81,2200,Diesel,Manual,256,303,15.75,188,6,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,5,7,No,No,No,No,1,No,No,9,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,215/60 R17,185,287,73,2661,4108,1956,1581,2165,4WD
1043,Honda,WR-V,SUV,2023,21.47,1600,Diesel,Manual,222,340,10.39,198,7,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,4,7,No,Yes,No,Yes,2,No,No,10.25,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,215/60 R17,184,306,76,2657,3913,1734,1800,1927,FWD
1044,Mahindra,Scorpio-N,SUV,2024,65.65,2000,Petrol,Manual,194,264,10.25,199,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,4,7,No,No,Yes,No,2,Yes,Yes,12,Yes,Yes,Yes,Yes,No,Meridian,Yes,Yes,Yes,Yes,No,255/65 R18,190,696,80,2608,4791,1924,1773,1252,4WD
1045,Nissan,Kicks,SUV,2024,62.37,1300,Diesel,AMT,247,361,10.43,161,7,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,0,5,No,Yes,No,No,1,No,Yes,10.25,Yes,Yes,Yes,No,Yes,Harman Kardon,Yes,Yes,Yes,Yes,No,215/60 R17,212,505,78,2762,3962,1740,1823,1529,AWD
1046,Ford,EcoSport,SUV,2022,60.26,2700,Diesel,DCT,235,267,17.69,181,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,7,Yes,No,No,No,1,Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,Yes,235/60 R18,185,694,48,2465,4526,1891,1715,1198,FWD
1047,MG,Gloster,SUV,2024,49.66,1800,Electric,Manual,255,445,16.34,179,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,7,Yes,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,No,Yes,205/60 R16,206,684,58,2583,4855,1862,1675,2088,FWD
1048,Tata,Safari,SUV,2020,31.96,1800,Petrol,Manual,245,365,10.76,193,7,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,4,7,No,Yes,No,No,1,No,No,14,Yes,Yes,No,Yes,No,JBL,No,Yes,Yes,No,No,235/60 R18,170,648,70,2633,3960,1774,1677,1591,4WD
1049,Isuzu,MU-X,SUV,2020,74,2200,Electric,Automatic,261,398,21.96,185,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4,7,Yes,Yes,Yes,No,1,Yes,Yes,12,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,Yes,255/65 R18,223,435,41,2762,4417,1926,1783,1900,AWD
1050,Toyota,Fortuner,SUV,2022,38.04,2000,Petrol,Manual,198,351,19.63,207,7,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,5,5,No,No,No,No,1,No,No,14,Yes,Yes,Yes,Yes,No,Bose,Yes,Yes,Yes,No,No,255/65 R18,224,596,66,2756,3980,1739,1620,1496,FWD
1051,Toyota,Urban Cruiser Hyryder,SUV,2019,60.53,2000,Petrol,Manual,272,480,20.71,162,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,7,Yes,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,Yes,215/60 R17,227,481,64,2492,4748,1809,1766,1258,4WD
1052,Mahindra,Scorpio-N,SUV,2021,11.91,1600,Petrol,Manual,227,350,21.25,186,2,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,3,5,Yes,No,No,No,2,No,No,10,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,255/65 R18,184,433,53,2873,4583,1828,1753,1686,FWD
1053,Jeep,Compass,SUV,2024,55.77,2300,Petrol,DCT,303,475,15.07,202,8,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,0,5,Yes,Yes,No,No,2,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,Yes,215/60 R17,204,493,62,2489,4168,1750,1785,1197,4WD
1054,Isuzu,MU-X,SUV,2024,36.58,1300,Diesel,AMT,192,258,17.1,168,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,5,7,No,No,No,No,2,No,Yes,10,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,255/65 R18,233,404,40,2900,4600,1816,1593,1227,FWD
1055,Renault,Kiger,SUV,2021,50.3,1600,Electric,AMT,289,350,14.66,156,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,4,7,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,No,JBL,No,Yes,Yes,Yes,Yes,235/60 R18,226,551,51,2852,4984,1727,1869,1846,AWD
1056,Mahindra,Thar,SUV,2024,66.16,2600,Petrol,Automatic,227,281,18.19,159,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,5,Yes,Yes,Yes,No,2,Yes,Yes,12,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,No,Yes,215/60 R17,227,448,43,2856,5087,1736,1647,1220,AWD
1057,Jeep,Compass,SUV,2024,68.67,1100,Petrol,AMT,193,291,10.56,184,7,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3,7,Yes,Yes,Yes,No,1,Yes,Yes,14,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,No,235/60 R18,193,592,44,2826,4708,1849,1644,2037,FWD
1058,Isuzu,MU-X,SUV,2022,35.52,2300,Petrol,Manual,200,224,18.33,169,7,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,3,5,Yes,Yes,No,No,1,Yes,No,14,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,No,215/60 R17,196,299,75,2643,3949,1871,1655,1631,FWD
1059,Ford,EcoSport,SUV,2022,16.97,1400,Petrol Hybrid,Manual,207,348,13.03,172,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,0,5,Yes,Yes,No,No,1,No,Yes,10.25,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,Yes,205/60 R16,214,672,65,2588,4852,1939,1749,1908,AWD
1060,Renault,Kiger,SUV,2021,37.87,1000,Petrol Hybrid,AMT,236,296,17.54,210,8,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,4,5,No,No,No,No,2,No,No,9,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,255/65 R18,192,293,69,2884,3966,1721,1592,1465,AWD
1061,Renault,Kiger,SUV,2022,31.09,1800,Petrol,Manual,240,383,17.39,206,7,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,0,7,No,Yes,No,No,2,No,No,9,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,205/60 R16,235,645,67,2900,4061,1774,1665,1902,4WD
1062,Hyundai,Creta,SUV,2021,28.06,1700,Petrol,DCT,197,310,19.35,185,6,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,0,7,No,No,No,No,1,Yes,Yes,12,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,255/65 R18,222,549,67,2590,4758,1877,1631,1745,AWD
1063,Skoda,Kushaq,SUV,2021,66.55,1900,Petrol,Automatic,219,270,15.6,166,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,7,Yes,Yes,Yes,No,1,No,Yes,12,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,205/60 R16,226,687,44,2629,4099,1914,1693,1438,FWD
1064,Kia,Seltos,SUV,2024,28.22,2500,Petrol,AMT,305,424,18.42,178,8,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,5,5,No,No,No,No,2,No,No,10,Yes,Yes,Yes,No,No,Bose,No,Yes,Yes,No,No,215/60 R16,205,697,76,2554,4734,1847,1744,2041,4WD
1065,Kia,Seltos,SUV,2024,74.75,2600,Diesel,Automatic,289,503,21.59,170,7,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,No,Yes,215/60 R16,175,564,59,2628,4442,1989,1659,1923,FWD
1066,Tata,Safari,SUV,2022,68.64,1700,Petrol,DCT,237,316,11.15,197,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,7,Yes,Yes,No,No,2,Yes,Yes,10.25,Yes,Yes,No,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,215/60 R17,188,602,75,2602,4571,1853,1812,1209,4WD
1067,Isuzu,MU-X,SUV,2021,7.98,1000,Petrol,CVT,221,283,13.99,188,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,5,5,Yes,No,No,No,1,No,No,10.25,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,215/60 R17,201,438,46,2699,4768,1900,1739,1984,FWD
1068,Maruti Suzuki,Grand Vitara,SUV,2021,14.16,2800,Diesel,Manual,224,262,18.08,184,6,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,5,7,No,No,Yes,No,2,No,Yes,12,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,255/65 R18,170,582,46,2798,4823,1864,1718,2148,4WD
1069,Volkswagen,Taigun,SUV,2019,69.07,1000,Diesel,Manual,244,405,20.54,189,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,5,Yes,Yes,Yes,No,2,Yes,Yes,10,Yes,Yes,Yes,No,Yes,Meridian,Yes,Yes,Yes,Yes,Yes,205/60 R16,171,466,77,2728,3952,1781,1849,2197,FWD
1070,Hyundai,Creta,SUV,2024,24.2,1000,Petrol,Manual,179,264,16.55,180,8,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,5,5,No,No,No,No,1,No,No,12,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,255/65 R18,177,508,40,2879,4159,1952,1648,1491,4WD
1071,Mahindra,XUV700,SUV,2021,64.8,1400,Diesel,Automatic,209,278,19.23,170,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,5,7,Yes,Yes,Yes,No,1,No,Yes,14,Yes,Yes,Yes,Yes,No,Burmester,Yes,Yes,Yes,Yes,Yes,255/65 R18,182,502,45,2789,3954,1899,1744,2149,AWD
1072,Toyota,Urban Cruiser Hyryder,SUV,2019,54.63,1400,Diesel,Manual,153,245,17.22,203,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,5,Yes,Yes,No,No,1,Yes,Yes,9,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,255/65 R18,202,301,42,2745,4256,1935,1674,1964,AWD
1073,Honda,WR-V,SUV,2023,64.22,2500,Diesel,DCT,235,394,16.69,197,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,4,5,Yes,Yes,Yes,No,2,No,Yes,9,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,Yes,Yes,255/65 R18,184,345,53,2644,4212,1859,1675,1750,4WD
1074,Isuzu,MU-X,SUV,2024,26.77,2500,Diesel,Manual,245,436,14.14,191,8,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,0,7,No,No,No,No,2,No,No,9,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,205/60 R16,177,298,66,2577,4446,1955,1737,1314,4WD
1075,Hyundai,Creta,SUV,2021,67.53,1400,Petrol,Manual,200,247,13.79,210,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,5,7,Yes,No,Yes,No,1,Yes,Yes,10.25,Yes,Yes,No,Yes,Yes,Mark Levinson,No,Yes,Yes,Yes,Yes,255/65 R18,231,548,50,2786,4720,1878,1841,2118,FWD
1076,Skoda,Kushaq,SUV,2019,10.96,1500,Petrol,Manual,282,436,14.09,170,2,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,4,7,No,No,No,No,1,No,No,10.25,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,235/60 R18,216,615,79,2628,4567,1863,1663,1514,4WD
1077,Kia,Sportage,SUV,2019,52.4,1700,Petrol Hybrid,Automatic,170,221,17.39,194,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,7,Yes,Yes,Yes,Yes,2,Yes,Yes,10.25,Yes,Yes,Yes,Yes,No,Meridian,Yes,Yes,Yes,Yes,No,215/60 R17,231,479,73,2723,5092,1828,1838,2005,FWD
1078,Ford,EcoSport,SUV,2024,57.27,2600,Diesel,AMT,161,220,21.61,175,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,5,Yes,Yes,Yes,No,1,No,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Mark Levinson,No,Yes,Yes,Yes,No,215/60 R17,217,555,68,2666,5073,1884,1771,1342,4WD
1079,Mahindra,Thar,SUV,2022,42.32,1700,Petrol,Automatic,228,322,12.52,205,8,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,3,7,Yes,Yes,No,No,2,Yes,Yes,9,Yes,Yes,Yes,No,No,Meridian,Yes,Yes,Yes,Yes,Yes,215/60 R17,186,543,66,2552,4174,1973,1608,1465,FWD
1080,Maruti Suzuki,Brezza,SUV,2022,24.81,1100,Petrol,AMT,261,295,14.56,204,8,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,5,5,No,No,No,No,1,No,No,12,Yes,Yes,Yes,Yes,No,Bose,No,Yes,Yes,No,No,215/60 R16,214,328,70,2516,4305,1915,1839,1899,FWD
1081,Volkswagen,Taigun,SUV,2024,57.75,1900,Diesel,Manual,287,326,20.6,164,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,No,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,255/65 R18,232,298,63,2664,5051,1835,1692,1834,AWD
1082,Renault,Duster,SUV,2022,23.69,2100,Diesel,Manual,201,329,16.68,168,8,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,5,5,No,Yes,No,No,1,No,No,14,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,No,215/60 R17,222,627,65,2627,4561,1984,1599,1964,AWD
1083,MG,Gloster,SUV,2022,66.06,2500,Petrol Hybrid,AMT,263,420,11.97,165,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,5,Yes,Yes,No,No,1,Yes,Yes,9,Yes,Yes,Yes,No,Yes,JBL,No,Yes,Yes,Yes,Yes,215/60 R16,188,390,50,2733,4742,1781,1718,1154,4WD
1084,Renault,Kiger,SUV,2020,50.43,2000,Petrol,Manual,218,352,11.87,173,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,5,Yes,Yes,Yes,No,2,Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Meridian,Yes,Yes,Yes,No,No,215/60 R16,205,657,73,2590,4735,1969,1772,1735,FWD
1085,Renault,Kiger,SUV,2023,58.37,2900,Petrol Hybrid,Automatic,213,373,12.59,159,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5,No,Yes,Yes,No,1,Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,235/60 R18,228,380,74,2821,4273,1873,1679,2179,FWD
1086,Tata,Nexon,SUV,2021,36.67,2900,Petrol,Manual,255,309,16.36,169,6,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,5,7,No,No,No,No,1,No,No,10.25,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,215/60 R17,219,506,41,2717,5061,1832,1696,1863,FWD
1087,Volkswagen,Taigun,SUV,2022,68.85,2900,Diesel,Manual,246,434,13.34,177,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,Yes,No,235/60 R18,186,395,51,2829,4291,1727,1582,2137,FWD
